rank,title,synopsis,cover_image_url,rating,chapters,published_date,tags,link
77,Mother's Contract Marriage,"Years ago, a nobleman abandoned his wife, Ludia, and their daughter, Lyrica Vans. Without him, Ludia and Lyrica lost their status and were forced to move to the slums. While Ludia drinks her sorrows away, eight-year-old Lyrica works tirelessly to pay their living expenses, refusing to hate her mother for her neglect and abuse.One day, a drunk Ludia falls asleep and wakes up a changed woman. Lyrica believes she is dreaming when her mother suddenly embraces her, with a string of apologies and loving words pouring from her lips. After Ludia exclaims that she will marry the dread emperor Alterres Takar, Lyrica is sure her mother has lost her mind.However, Ludia quickly secures her marriage to Alterres, confessing to Lyrica that it is truthfully a contractual relationship. In no time, Lyrica is thrown into the role of princess, surrounded by glittering riches beyond her wildest dreams. Life as royalty is full of rules and devious schemes, but Lyrica's refreshing honesty and pure heart soon become the most precious things in the palace.",https://cdn.myanimelist.net/images/manga/3/273920.jpg,8.04,Unknown,"Dec  23, 2022 to ?","Fantasy, Time Travel",https://myanimelist.net/manga/154454/Mothers_Contract_Marriage
78,Revenge of the Baskerville Bloodhound,"Raised to kill like a pack of loyal hounds, the Baskerville children took countless lives as a band of fearsome assassins. Despite being the shunned illegitimate son of the brood, Bikir served his family faithfully, only to meet his untimely demise at his father's hands. But when he is inexplicably reborn with a second chance at life, Bikir, armed with the memories and knowledge of his past, swears to rise above the pack and take his revenge. This time, he's ready to bite the hand that feeds.(Source: Tapas Media)",https://cdn.myanimelist.net/images/manga/2/280319.jpg,8.04,Unknown,"Apr  14, 2023 to ?","Action, Fantasy, Time Travel",https://myanimelist.net/manga/157888/Revenge_of_the_Baskerville_Bloodhound
79,Seasons of Lovesome,"Life isn't always perfect, but love certainly makes it better. The exciting tale of young love continues a year following the storySeasons of Blossom. Bomi and her university classmate Pureum's lives center around a new place, ""Cafe Blossom & Nemone Art Studio,"" as they navigate the joy and hardships of university and professional life.(Source: Webtoon Entertainment)",https://cdn.myanimelist.net/images/manga/3/312006.jpg,8.04,Unknown,"Aug  12, 2024 to ?",Romance,https://myanimelist.net/manga/173072/Seasons_of_Lovesome
80,The Regressed Mercenary Has a Plan,"Cecil Perdium, the Mercenary King, was killed in battle before he could avenge his family. As he faces death, he learns that Duke Delphine, the man who caused the downfall of his family, didn't work alone. Suddenly waking up as his teenage self, Cecil must work to both overcome his poor reputation and build up his strength to save his family. With their soldiers and knights defecting due to the harsh conditions they must endure, he has his work cut out for him. Can Cecil become the mighty warrior he once was and avert his family's fate?(Source: Webtoon Entertainment)",https://cdn.myanimelist.net/images/manga/1/312036.jpg,8.04,Unknown,"Sep  23, 2024 to ?","Action, Fantasy, Time Travel",https://myanimelist.net/manga/174559/The_Regressed_Mercenary_Has_a_Plan
81,Kubera,"In a world with gods having everlasting lives, suras who possess unrivaled power, and humans who caught helplessly in between, a girl with a god's name, Kubera, is born—a girl who is prophesied to bring great change into the world.When Kubera's peaceful village meets its fiery end, a mysterious magician named Asha comes to her rescue. Together they begin a journey in search of answers and revenge.(Source: Wikipedia)",https://cdn.myanimelist.net/images/manga/3/74413.jpg,8.03,Unknown,"Feb  7, 2010 to ?","Action, Adventure, Comedy, Fantasy, Romance",https://myanimelist.net/manga/42579/Kubera
82,The Male Lead's Little Lion Daughter,"The bleak and dangerous north of the empire belongs to a man as ferocious as he is beautiful: Duke Pelliot Voreoti. He is the most desired bachelor in the country, which is why no one understands his hasty decision to adopt a child instead of simply marrying. But his search for an offspring has been rather fruitless, as every orphan bursts into tears at the mere sight of his chilling face.However, one small, disheveled girl boldly stands before the duke, immune to his threats and intimidating air. Moreover, the girl bears a striking resemblance to the duke with her jet-black eyes and hair. Amused by her confidence and a penchant for bickering, the duke adopts her and gives her a name worthy of a Voreoti heiress—Lionia. Now a beloved daughter of a father with an attitude to match hers, Lionia fully embraces her new life, but the mystery of her origins may be closer to home than anyone realizes.",https://cdn.myanimelist.net/images/manga/3/263090.jpg,8.02,Unknown,"Aug  14, 2021 to ?","Drama, Fantasy, Isekai, Reincarnation",https://myanimelist.net/manga/148238/The_Male_Leads_Little_Lion_Daughter
83,The Top Dungeon Farmer,"Sejun, your average Seoul underdog, didn't expect to grow tomatoes full-time when he stumbled into the mysterious dungeon full of monster quests and extravagant rewards. Yet, there he was, as a farmer growing and selling cash crops while clearing numerous quests that came his way. Will Sejun make it out of the dungeon with the plush rewards he hoped for? At least he has what it takes: optimism, resourcefulness, and a group of loyal furry friends.(Source: Webtoon Entertainment)",https://cdn.myanimelist.net/images/manga/2/281333.jpg,8.02,Unknown,"Apr  20, 2023 to ?",Fantasy,https://myanimelist.net/manga/158560/The_Top_Dungeon_Farmer
84,Our Youth,"Jinhyuk is a model student. Studious. Hardworking. He can't wait till the day he has his own place and his own car. He knows that the only way he can achieve his dreams is to go to a top-tier university. He's fine with his repetitive daily routine of school and studying. That is, until one day, while taking a shortcut through a rougher neighborhood, he sees a kid that looks familiar. That kid...they're in the same homeroom together, aren't they? But he's not the kind of person Jinhyuk would get mixed up with. He's the kind of person that grows up to be a lowlife. Jinhyuk was raised better than that. But...that kid, what's his name...Heechan was it? He's getting beat up by his dad. No, just keep walking. He should have nothing to do with Heechan, but something seems to keep making their paths cross... This feeling of ennui that Jinhyuk has, is Heechan what he needs to shake it?(Source: Lezhin Entertainment)",https://cdn.myanimelist.net/images/manga/1/283377.jpg,8.02,70,"Aug  29, 2020 to Apr  25, 2022","Boys Love, Drama, School",https://myanimelist.net/manga/159696/Our_Youth
85,The Dawn to Come,"School is home to judgmental eyes and home a source of abuse. But that's ok because Yun Junyeong found an abandoned home where she could study to her heart's content. Unfortunately, soon after, Kwon Beomjin, the town's most notorious delinquent, has also begun using the home to catch up on sleep. As the two are forced to coexist, they come to learn about their reasons for avoiding others.(Source: Tapas Media)",https://cdn.myanimelist.net/images/manga/2/336359.jpg,8.02,69,"Aug  21, 2023 to May  11, 2025",Romance,https://myanimelist.net/manga/187875/The_Dawn_to_Come
86,King's Maker: Triple Crown,"A new reign has begun. Wolfgang Goldenleonard, formerly an illegitimate prince, has now become the emperor of his kingdom. In addition, he has obtained both the throne's power and the heart of Shin Soohyuk, the person who shaped him into the man he is today.However, there is still a long way ahead before the entire kingdom grows accustomed to its new monarch. Between uncertainty regarding Wolfgang's authority and the lingering threat of a possible coup, Wolfgang and Shin must keep an eye on the throne to ensure the safety of His Majesty at all costs. Yet soon, their tumultuous relationship may become an obstacle for their plans and Shin's future goals.",https://cdn.myanimelist.net/images/manga/1/242716.jpg,8.0,Unknown,"May  31, 2019 to Nov  20, 2023","Boys Love, Drama, Fantasy",https://myanimelist.net/manga/135094/Kings_Maker__Triple_Crown
87,Positively Yours,"To Hee-won's dismay, the BFF she crushed on and her other BFF are now dating! Seriously bummed, Hee-won decides to go wild just one time, and find solace with a handsome stranger. A very satisfying one night affair has now turned into more—she's pregnant! Fate brings them together again, and now the regimented Doo-joon is determined to do the right thing and marry her. But they're basically strangers! Except... their bodies have been very intimately acquainted. What's this mother-to-be to do?(Source: Tapas Media)",https://cdn.myanimelist.net/images/manga/1/264676.jpg,8.0,82,"Jun  8, 2020 to Mar  14, 2022","Romance, Adult Cast",https://myanimelist.net/manga/140921/Positively_Yours
88,"Like Mother, Like Daughter","Beautiful and intelligent, Somyung Gil has tirelessly strived to fulfill her mother's vision of the perfect daughter. However, when her less-than-perfect younger brother is tragically found drowned in a river, doubts plague Somyung's heart. She begins to suspect that their mother might be responsible for the unspeakable act. From then on, her paramount goal becomes escaping her mother's grasp, while all her mother wants is for Somyung to experience the perfect life she herself was denied. Will Somyung ever truly find her freedom?(Source: Webtoon Entertainment)",https://cdn.myanimelist.net/images/manga/2/275135.jpg,8.0,Unknown,"Aug  27, 2021 to ?","Suspense, Psychological, School",https://myanimelist.net/manga/154405/Like_Mother_Like_Daughter
89,Log-in Murim,"When an interdimensional portal appeared and released countless monsters across the world, humanity didn't take the threat lying down. Mankind fought back, defeating the monsters' Demon King and creating a new way of life as ""hunters."" But when Taekyung Jin, a struggling, low-ranked hunter, accidentally logs into a game on a beat-up VR console, he finds himself trapped in an all-new world, unable to log out.(Source: Tapas Media)",https://cdn.myanimelist.net/images/manga/1/264454.jpg,7.99,Unknown,"May  1, 2020 to ?","Action, Adventure, Fantasy, Martial Arts",https://myanimelist.net/manga/147389/Log-in_Murim
90,The Superhuman Era,"When the xenoterran invasion began, the only ones who stood between us and the monstrous creatures were the superhumans. But while some chose to use this power for good, others had more sinister intentions. Kang Lim is a high school student with a secret—he's the vigilante superhero known as the White Cap, fighting back the mysterious monsters whenever he can. But the world he protects isn't what it seems—there is more to the emergence of the xenoterran than meets the eye, and strange forces are at play in the shadows...(Source: Webtoon Entertainment)",https://cdn.myanimelist.net/images/manga/1/265100.jpg,7.99,Unknown,"Jul  12, 2019 to ?","Action, Super Power",https://myanimelist.net/manga/148961/The_Superhuman_Era
91,Id,"We find Chunwha in a world beyond his own... There he will struggle to find his own purpose among the many inhabitants of the new world including elves, dwarves, and even mages! As we watch him grow in strength and spirit, the mangaka creates fascinating characters out of his companions and adversaries and moves past the simple concept of the antagonist vs the protagonist.To find out what fate has in store for our hero, follow Id in a fantastic adventure, exploring a world where anything is possible!(Source: MU)",https://cdn.myanimelist.net/images/manga/2/59057.jpg,7.98,178,2002 to  2013,"Action, Adventure, Fantasy",https://myanimelist.net/manga/595/Id
92,Odd Girl Out,"Nari, who just wants to blend in, ends up forming a squad with the three prettiest girls on her first day of high school.(Source: LINE Webtoon)",https://cdn.myanimelist.net/images/manga/2/222276.jpg,7.97,Unknown,"May  17, 2015 to ?","Comedy, Slice of Life, School",https://myanimelist.net/manga/119521/Odd_Girl_Out
93,Fools,"University student Kwon Eungi has little interest in pursuing romantic relationships. Aloof, unapproachable, and serious, he prefers to remain on the sidelines while his best friends discuss love. His only hobby is the dying classical guitar club, which he hopes to revive with the upcoming batch of freshmen. Luckily, among the new students is Choi Jeongwoo—an adorable embodiment of sunshine who seems immune to Eungi's tough exterior.Through guitar lessons and frequent outings with mutual friends, Eungi and Jeongwoo continue to cross paths. After learning about Jeongwoo's recent breakup by chance, Eungi develops an odd desire to ensure that Jeongwoo is well and soon accepts that it might be an indication of a burgeoning romantic attraction. Even when he notices that his feelings might be reciprocated, Eungi—who has never felt this way about another man—approaches their relationship with caution, but it only grows harder to keep his distance.",https://cdn.myanimelist.net/images/manga/3/230324.jpg,7.97,74,"Jun  6, 2016 to Oct  5, 2017","Boys Love, Slice of Life, School",https://myanimelist.net/manga/120970/Fools
94,Maybe Meant to Be,"Han Jia, a 32-year-old freelancer currently without a job, is fed up with her current situation, being constantly harassed by her parents over getting married and moving out. One day, an agitated Jia stumbles upon her childhood friend Jin Mincheol, who is in a similar predicament. While catching up with each other, Jia abruptly blurts out that she and Mincheol should get married! To her surprise, he accepts her proposal, and the two start living as a married couple.However, since Jia and Mincheol are both eccentric in their own ways, the newlyweds often disagree, learning new things about each other in the process. As their relationship deepens, the awkwardness begins to fade away, and the couple starts to see that they are maybe meant to be for each other.",https://cdn.myanimelist.net/images/manga/1/262022.jpg,7.97,132,"Feb  10, 2022 to Oct  9, 2025","Comedy, Romance, Adult Cast",https://myanimelist.net/manga/147712/Maybe_Meant_to_Be
95,Tyrant of the Tower Defense Game,"""Protect the Empire"" was considered unbeatable for over a decade until streamer extraordinaire ""Mr. Gamer Geek"" comes along and defeats the game on its hardest mode. But just when he's about to rest on his laurels, he's sucked into the world of the game by some mysterious figure and thrust into Prince Ash's body! Ash now realizes that every click and command he had mindlessly sent out had real, gruesome costs—including his teammates' lives that he sacrificed for the sake of victory. To make up for his previous actions, Ash promises to keep his whole team alive this time while using his wits and knowledge to survive the hellish onslaught of monsters. But who brought him to this world in the first place, and why? Ash may soon find the answers to these questions—if he can survive the bloody battlefield first!(Source: Tappytoon)",https://cdn.myanimelist.net/images/manga/1/272335.jpg,7.97,Unknown,"Aug  5, 2022 to ?","Action, Fantasy, Isekai, Military, Reincarnation, Video Game",https://myanimelist.net/manga/153518/Tyrant_of_the_Tower_Defense_Game
96,Surviving the Game as a Barbarian,"After playing the game ""Dungeon and Stone"" for nine years, Hansoo Lee finally reached the boss stage which had never been cleared by anyone before. However, upon entering the boss room, he received a notification that he had completed the tutorial and was now inhabiting the body of a playable character named Bjorn Jandel, who was a barbarian.In the world of ""Dungeon and Stone,"" only one city remained standing following the world's destruction. Every month, a labyrinth would appear, offering explorers a chance to clear it and earn rewards. Barbarians were viewed as useless in all but combat, and those who didn't fight were unable to survive. If someone couldn't pay the exorbitant taxes imposed by the city, they faced the death penalty for tax evasion.If it's discovered that a player possesses the character they're playing, they're labelled an ""evil spirit"" and killed. The only way for Hansoo to survive is to venture into the labyrinth and risk his life in battle. Armed with his accumulated skills from nine years of gameplay and a stupidly strong barbarian physique, he strives to survive in this game.(Source: Naver Corporation, translated)",https://cdn.myanimelist.net/images/manga/2/281007.jpg,7.97,Unknown,"Apr  19, 2023 to ?","Action, Fantasy, Isekai, Reincarnation, Video Game",https://myanimelist.net/manga/158296/Surviving_the_Game_as_a_Barbarian
97,Pigpen,"A man with no memories awakens on the shore of a desolate island with only a washed-up mailbox next to him. Soon enough, he stumbles upon an odd bed and breakfast, run by an even stranger family. The mother's kind smile quickly turns uncanny, the overly devout father relishes brutal hunts, and their three children are unnervingly unpredictable. The family makes no effort to conceal their home's sinister air as they taunt him and make him question his sanity.Fearing for his life, the man steels himself to survive. As the family's hair-raising secrets slowly pile up, he grasps at his forgotten memories, haunted by dreams of unnaturally large pigs and a child that does not exist. The island's horrors close in, and the man is left with a desperate goal to uncover the truth behind his arrival and escape this cursed place before he loses his mind—or his life—to the creeping dread.",https://cdn.myanimelist.net/images/manga/2/260276.jpg,7.96,68,"Mar  2, 2019 to Jun  13, 2020","Horror, Suspense, Psychological, Survival",https://myanimelist.net/manga/146750/Pigpen
98,My In-Laws Are Obsessed with Me,"Pereshati Zahardt may be the sole heir to her late father's county, but she can at least rely on her stepmother, stepsister Reina, and loving fiancé Schiff. However, she soon finds herself proven wrong, landing her on her deathbed. Schiff wedded Pereshati at the behest of Reina—his true lover—so they could promptly inherit Pereshati's fortune and title. Defenseless, Pereshati can only watch as her loved ones turn against her.Shockingly, Pereshati somehow wakes up in the past, mere months after her father's passing. Although uncertain whether the betrayal she experienced was real, she takes precautions moving forward in her second chance. She seeks out Grand Duke Therdeo Lapileon, a war hero with a bloody reputation, and proposes a one-year contract marriage that will ward off their respective unwanted suitors.Unfortunately, Pereshati fails to account for the Lapileons' family secret: their blood is toxic to everyone who comes in contact with it. Thus, Therdeo resists her request until they discover that Pereshati is immune to Lapileon blood. Under the temporary protection of her in-laws, Pereshati must find a way to enact her revenge. However, she also hopes that she can mend the broken bonds of her new family.",https://cdn.myanimelist.net/images/manga/3/261398.jpg,7.96,Unknown,"Nov  25, 2021 to ?","Fantasy, Romance, Time Travel",https://myanimelist.net/manga/147368/My_In-Laws_Are_Obsessed_with_Me
99,Marriage of Convenience,"Before she even knew what marriage was, Bianca de Blanchefort had to leave the lavishness of her home forever and become the wife of Count Zachary de Arno. Her love for the extravagance of her beginnings never waned, and while her husband ignored her, she gained a reputation as a greedy, evil wife. After Zachary tragically died on the battlefield, Bianca—without an heir to secure her place in the palace—lost everything and became a beggar.In a twist of fate, Bianca is granted another chance at life. She awakens as an 18-year-old again and swears to shed her arrogance and immaturity this time around. However, Bianca still fears meeting the same unbecoming future and puts up a brave front, even when asking Zachary for an heir. With a husband who refuses to touch her, Bianca is hopeless. As she turns to other means to save herself, she begins to see Zachary in a new light, wondering if his indifference may have been a veil for something deeper.",https://cdn.myanimelist.net/images/manga/2/265093.jpg,7.96,141,"Apr  11, 2022 to Sep  17, 2024","Fantasy, Romance, Time Travel",https://myanimelist.net/manga/148365/Marriage_of_Convenience
100,Lookism,"Park Hyung Suk has spent all 17 years of his life at the bottom of the food chain. Short, overweight, and unattractive, he is used to being bullied by his classmates and constantly discriminated against for his looks. In an attempt to escape his biggest bully, Lee Tae Sung, he decides to transfer to Seoul's Jae Won High School, a vocational preparatory school notorious for its liberal education system and carefree students.Days before his transfer, Hyung Suk wakes to find that he is no longer in his usual chubby body, but is instead in a perfect body! Tall, handsome, and beautifully toned, Hyung Suk has become the ideal version of himself. The only problem is that his original body still lays beside him—and when one body falls asleep, he awakens in the other.Now possessing two extremely different bodies, Hyung Suk must learn to navigate his new and much more popular life at J High whilst also solving the mystery of where his second, almost superhuman, body came from.",https://cdn.myanimelist.net/images/manga/2/208866.jpg,7.96,Unknown,"Nov  20, 2014 to ?","Action, Comedy, Drama, Supernatural, School",https://myanimelist.net/manga/111202/Lookism
101,Yumi's Cells,A story of Yumi and her brain cells.,https://cdn.myanimelist.net/images/manga/1/207447.jpg,7.95,527,"Apr  1, 2015 to Nov  13, 2020","Comedy, Drama, Romance, Slice of Life",https://myanimelist.net/manga/113095/Yumis_Cells
102,The Remarried Empress,"Empress of the Eastern Nation Navier Ellie Trovi stands at the pinnacle of noblewomen with dignity and grace. Although she and her husband, Emperor Sovieshu, are not as intimate as other couples, their trust in each other has been built over years of friendship. But then, wanting something more, he brings in a concubine—a former slave named Rashta—and that is when everything begins to fall apart.Months later, the fateful day arrives; Sovieshu declares his intentions to divorce Navier and give her throne to Rashta. However, against all expectations, Navier is not backed against a wall, and she declares her intention to marry another man—Heinrey—whose noble appearance shocks all in the room.Just who is Heinrey, and how did Navier come to this new marriage arrangement? The Eastern Nation stands at a precipice, being torn apart by conspiracies, lies, and—above all—love.",https://cdn.myanimelist.net/images/manga/1/235295.jpg,7.95,Unknown,"Oct  24, 2019 to ?","Drama, Fantasy, Romance",https://myanimelist.net/manga/123475/The_Remarried_Empress
103,Weak Hero,"Due to widespread bullying in Eunjang High School, weak students live in constant fear of becoming the next prey. But their luck is bound to change when Gray Yeon—a scrawny freshman, no taller than 157 cm—leaves the entire class in shock—stands up to a bully twice his size and overpowers him with ease.Gray's courageous act, resourcefulness, and unique insight earn him the nickname Eunjang's White Mamba. Despite his size, Gray continues trading blows with bigger and stronger bullies from other high schools in town, all in hopes of preventing history from repeating itself.",https://cdn.myanimelist.net/images/manga/3/232795.jpg,7.95,267,"May  5, 2018 to Oct  14, 2023","Action, Drama, School",https://myanimelist.net/manga/128231/Weak_Hero
104,Grass,"Grassis a powerful antiwar graphic novel, telling the life story of a Korean girl named Okseon Lee who was forced into sexual slavery for the Japanese Imperial Army during the Second World War—a disputed chapter in twentieth-century Asian history.Beginning in Lee's childhood,Grassshows the lead-up to the war from a child's vulnerable perspective, detailing how one person experienced the Japanese occupation and the widespread suffering it entailed for ordinary Koreans. Keum Suk Gendry-Kim emphasizes Lee's strength in overcoming the many forms of adversity she experienced.Grassis painted in a black ink that flows with lavish details of the beautiful fields and farmland of Korea and uses heavy brushwork on the somber interiors of Lee's memories.The cartoonist Gendry-Kim's interviews with Lee become an integral part ofGrass, forming the heart and architecture of this powerful nonfiction graphic novel and offering a holistic view of how Lee's wartime suffering changed her.Grassis a landmark graphic novel that makes personal the desperate cost of war and the importance of peace.(Source: Drawn & Quarterly)",https://cdn.myanimelist.net/images/manga/3/253259.jpg,7.95,17,"Aug  14, 2017","Drama, Historical",https://myanimelist.net/manga/128380/Grass
105,Your Eternal Lies,"Don't believe a word she says.Infamous jailbreaker Rosen Walker is finally being transferred to the Isle of Monte, the most notorious maximum security prison in the world. Her guard? None other than the beloved war hero of the empire himself—Ian Connor. Now he must unravel the truth. Is Rosen really a murderer? Or is there more to the story?(Source: Manta)",https://cdn.myanimelist.net/images/manga/1/331094.jpg,7.95,80,"Dec  15, 2021 to Sep  26, 2023","Fantasy, Romance",https://myanimelist.net/manga/184866/Your_Eternal_Lies
106,Cheese in the Trap Season 1,"Having returned to college after a year long break, Hong Sul, a hard-working over-achiever, inadvertently got on the wrong side of a suspiciously perfect senior named Yu Jeong. From then on her life took a turn for the worse and Sul was almost certain it was all Yu Jeong's doing. So why is he suddenly acting so friendly a year later?(Source: MU)",https://cdn.myanimelist.net/images/manga/3/70319.jpg,7.95,27,"Jul  7, 2010 to May  26, 2011","Comedy, Mystery, Romance, Slice of Life, School",https://myanimelist.net/manga/37705/Cheese_in_the_Trap_Season_1
107,Dr. Frost,"The consultation room of Yonggang University's psychology department is run by the genius Dr. Frost. Skilled at reading people, he is an easily recognizable figure with his shocking white hair and stoic face. But Dr. Frost has one fatal flaw—he lacks certain emotions, like love and empathy. Despite this, he solves every case that comes his way using his expansive textbook knowledge and sharp perception.Aiding him in his work is his assistant Yoon Seong-Ah, a young psychology student at the university. As the two work together to uncover the emotions and motivations of others, Dr. Frost begins to discover a part of himself which he lost long ago.",https://cdn.myanimelist.net/images/manga/1/71151.jpg,7.95,258,"Feb  2, 2011 to Sep  2, 2021","Drama, Medical, Psychological",https://myanimelist.net/manga/40345/Dr_Frost
108,The Perks of Being a Villainess,"Mere moments before her death, Korean architecture student Yoon Dohee has an epiphany: those around her regard her as nothing more than a pushover and someone utterly undeserving of respect. A chance to turn her life around comes in the most unexpected form when she is reborn as Deborah Seymour, a brazen and scornful villainess from a dark reverse harem novel. When one of the male leads acquired a rare pink diamond for the heroine, Mia Binoche, Deborah's envy sparked an abusive campaign that eventually landed her in an isolated monastery.For this incarnation of Deborah, being a villainess from such a prominent and wealthy family is living the dream. People expect nothing from her, and she gets to relax and be pampered to her heart's content. She is personally disinterested in the diamond, so she simply has to avoid crossing paths with Mia and her love interests. But if Deborah, as a noble lady, refuses to marry, she will meet the same pitiful ending regardless. To secure her independence, Deborah needs money and help—and a mysterious hooded information broker may prove to be her lifeline.",https://cdn.myanimelist.net/images/manga/2/273597.jpg,7.95,Unknown,"Nov  30, 2022 to ?","Fantasy, Romance, Villainess",https://myanimelist.net/manga/154063/The_Perks_of_Being_a_Villainess
109,Doom Breaker,"Zephyr is the last human fighting evil in a world abandoned by the gods. When he is killed in battle by Tartarus, the god of destruction, all hope for humanity seems lost. But Zephyr's fate is not sealed—the gods who find his battles entertaining have gifted him a second chance at life, as he is sent ten years into the past, back to when he was a slave instead of the most powerful human alive. Can Zephyr get his revenge against Tartarus and save the woman he loves, or is he doomed to repeat the past?(Source: Webtoon Entertainment)",https://cdn.myanimelist.net/images/manga/3/261091.jpg,7.94,Unknown,"Jun  25, 2021 to ?","Action, Fantasy, Time Travel",https://myanimelist.net/manga/147172/Doom_Breaker
110,My Reason to Die,"Ji-o's luck runs out when she gets injured before the tryouts for the national taekwondo team. In the middle of facing what seems to be the biggest crisis of her life, she meets Gyeol, a mysterious boy who changes her life forever. He's the definition of a bad boy with a good heart, and she finds herself unable to resist his charms. However, she might be playing with fire as he's someone who's involved with the wrong crowd. Is falling for Gyeol worth the risk?(Source: Webtoon Entertainment)",https://cdn.myanimelist.net/images/manga/2/261655.jpg,7.94,98,"Dec  7, 2021 to Sep  12, 2023","Drama, Romance",https://myanimelist.net/manga/147502/My_Reason_to_Die
111,Skill of Lure,"Sung-Gi Jang is cursed with the persona of a complete pervert! To all his peers, he is a fiend who only hungers for women. Yet in reality, he just has terrible social skills, making him incapable of properly expressing his intentions and feelings to the women around him. On top of that, he seems to have the worst luck there can be.This all turns around when Jae Hwang, a fellow student and good friend, witnesses Sung-Gi completely shattered and decides to help him out. What Sung does not know is that Hwang is actually a master in attracting the opposite sex—a pick-up artist!From square one, Sung-Gi builds up his conversation and interaction skills with women through several trials and tribulations. He soon learns how much depth and finesse there is in properly conveying intimate emotions to others. As he learns about the subconscious signals sent out by people, Sung-Gi finds himself paying more and more attention to a particular girl in his class, and he puts to use the skill that he was lacking before: The Skill of Lure.",https://cdn.myanimelist.net/images/manga/2/155593.jpg,7.94,36,"Mar  1, 2013 to Jan  1, 2016","Comedy, Romance, Slice of Life, Ecchi",https://myanimelist.net/manga/88991/Skill_of_Lure
112,4 Cut Hero,"The Hero has defeated the Demon King, but the Princess he meant to save turned out to be a Prince. NEETdom, here he comes, but a life of relaxation surrounded by anime is a pretty sweet deal.Unfortunately, he gets caught up in millennia old legends, curses, and a twisted plot involving multiple Kingdoms and many dragons. Through and through, though, he'll follow a path of whimsy, even if that involves him palling it up with ""villains"".(Source: MU)",https://cdn.myanimelist.net/images/manga/3/204723.jpg,7.94,257,"Aug  18, 2014 to Apr  29, 2024","Action, Adventure, Comedy, Fantasy, Romance, Harem, Parody",https://myanimelist.net/manga/99177/4_Cut_Hero
113,Ghost Teller,You think your ghost stories are scary? Try listening to these stories from the ghosts themselves.(Source: LINE Webtoon),https://cdn.myanimelist.net/images/manga/3/237076.jpg,7.93,91,"Apr  2, 2017 to Jul  19, 2020","Horror, Supernatural",https://myanimelist.net/manga/131171/Ghost_Teller
114,A Business Proposal,"In an attempt to ward off yet another one of Jin Yeong-seo's suitors, Shin Ha-ri goes on a blind date in her best friend's place with the goal of ruining the meeting. Arriving in a thick layer of makeup, a ridiculous pink wig, and a seductive outfit, Ha-ri is prepared to scare the man away so badly that Yeong-seo's father will be forced to stop setting his daughter up on blind dates. However, the handsome young man who appears in front of Ha-ri is none other than Kang Tae-mu, the newly appointed CEO of the company she works at.Despite Ha-ri's attempts to act as crazy and undesirable as possible, Tae-mu remains indifferent during their date and even proposes to Ha-ri—whom he still believes is Yeong-seo. Caught in a web of deceit, Ha-ri must find a way to reject the oddly persistent Tae-mu or risk being exposed and losing her job. However, the more Tae-mu pursues Ha-ri, the more she begins to question her feelings toward him.",https://cdn.myanimelist.net/images/manga/1/242318.jpg,7.93,124,"Sep  19, 2018 to Jul  10, 2022","Comedy, Drama, Romance, Adult Cast, Workplace",https://myanimelist.net/manga/134678/A_Business_Proposal
115,Viral Hit,"Bullied by his classmate and popular Newtube streamer Pakgo, Yoo Hobin spends his high school days suffering from humiliation and abuse. His troubles do not end there, though; outside of school, Hobin slaves away at a part-time job to pay for his mother's hospital bills. One day, Hobin accidentally spills ramen on Pakgo's cameraman Woo ""Jiksae"" Jihyeok, tripping over a cord and disconnecting the other boy from his gaming stream. Finally fed up with his miserable lifestyle, Hobin fights back and ends up in a pathetic brawl with Jiksae.The next morning, it is revealed that the camera from Jiksae's stream had been recording the two boys' entire embarrassing fight. Moreover, the footage was accidentally uploaded to Newtube and had gone viral overnight, earning Hobin a whopping ten million won from viewership.Drawn to the money Newtube streaming can offer him and his mother, Hobin works together with unlikely ally Jiksae to produce more videos of him fighting and see how far Newtube streaming can take them. Taking on bullies like Pakgo and other seemingly unsurpassable opponents, Hobin will either rise to the top of the streaming world or finally meet a foe he cannot outsmart.",https://cdn.myanimelist.net/images/manga/2/248713.jpg,7.93,218,"Nov  15, 2019 to Jan  27, 2024","Action, Martial Arts, School",https://myanimelist.net/manga/139164/Viral_Hit
116,Gosu,"When his master dies, Gang Yong pledges to avenge his teacher at all costs. After training his martial arts skills in seclusion, Gang Yong sets off to hunt down the traitors and make them pay! But when he gets to town, he discovers they're... already dead? Well, what's he supposed to do now?!(Source: Webtoon Entertainment)",https://cdn.myanimelist.net/images/manga/1/261692.jpg,7.93,232,"Sep  8, 2015 to Apr  13, 2021","Action, Adventure, Historical, Martial Arts",https://myanimelist.net/manga/147530/Gosu
